Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
"سنجش و ارزشگذاری عوامل مؤثر بر انتخاب مسکن با استفاده از روش انتخاب تجربی از دیدگاه خانوارهای ساکن در بافت فرسوده شهر اصفهان
ترجیحات اظهار شده, تمایل به پرداخت, روش انتخاب تجربی, نظریه مصرف کننده لانکستر, مدل لوجیت, مسکن, بافت فرسوده.
طبقه بندی JEL:D11",,"بررسی ریشه های مالی تورم در ایران (با تأکید بر کسری بودجه)
کسری بودجه, C22، تورم, خودرگرسیون برداری(VAR)
طبقه بندی JEL : E31",,"تحلیلی بر کارآفرینی در 70 سال اخیر ایران (مطالعه موردی :عملکرد یک کار آفرین نمونه)
بهره وری, اقتصاد ایران, کارآفرینی, مرحوم عالی نسب",
"کاربردی از نظریه بازی ها در اقتصاد اسلامی
اقتصاد اسلامی, ‌ غرر, اطلاعات نامتقارن
طبقه بندی JEL: Z12",,"بررسی کارآیی کشورهای اسلامی در بخش بهداشت و آموزش با استفاده از روش تحلیل پوششی داده‌ها (DEA)
: هزینه‌های آموزشی, هزینه‌های بهداشتی, کارآیی, تحلیل پوششی داده‌ها.
طبقه بندی JEL: I18",,"برآورد موجودی سرمایه در زیربخش های کشاورزی ایران و چگونگی شکل گیری آن در برنامه های توسعه
: موجودی سرمایه, ماشین آلات, ساختمان های کشاورزی, روش موجودی پیوسته, جدول داده-ستانده

طبقه بندی JEL : B41 C63",
"نرخ تعرفه و فرار مالیاتی در واردات ایران از شرکای مهم تجاری: در سطح داده های 6 رقمی، برمبنای الگوی داده های تلفیقی
: اختلاف تجاری, قاچاق, نرخ تعرفه, فرار مالیاتی, داده های تلفیقی
طبقه بندی : F13",,"تأثیر مالیات وصادرات براشتغال بخش کشاورزی ایران
مالیات مستقیم, صادرات, اشتغال, مدل خودتوضیح برداری با وقفه های گسترده",,"تحلیل روند تغییر تکنولوژی در صنعت سیمان ایران
: بهره‌وری, تغییر تکنولوژی, تابع ترانسلوگ, صنعت, سیمان.
طبقه بندی JEL: O33",
"اندازه گیری فقر چند بعدی در شهر تهران
فقر چند بعدی, نظریه اطلاعات, خط فقر تجمیع شده, اجزای تشکیل دهنده خط فقر, محرویت نسبی",,"تاثیر رابطه مبادله و نرخ ارز واقعی بر کسری بخش تجارت خارجی اقتصاد ایران
کسری بخش تجارت خارجی, رابطه مبادله, نرخ ارز واقعی, الگوی تصحیح خطای برداری ساختاری",,"تأثیر توسعه مالی بر فقر و نابرابری در کشورهای عضو اوپک (OPEC)
توسعه مالی, فقر و نابرابری, مدل های پویا و استاتیک پانل, گشتاورهای تعمیم یافته (GMM)",
"برآورد تابع سرمایه گذاری q توبین در شرایط اصطکاک مالی
Q توبین, سرمایه گذاری, تأمین مالی, اصطکاک مالی",,"ارزیابی تغییرات بهره وری کل عوامل تولید در بورس اوراق بهادار تهران با استفاده از شاخص تورنکویست
تحلیل پوششی داده‌ها, بهره‌وری عوامل تولید, بورس اوراق بهادار و شاخص تورنکوئیست",,"تعیین اولویت های کاربرد ذخایر گازی ایران (دوره مطالعه 1410-1385).
اقتصاد نفت و گاز, ذخایر گازی, سیاست انرژی, تزریق گاز, صادرات گاز.",
"ارزیابی بهره‏وری و تحلیل حساسیت عوامل مؤثر بر کارایی صنایع کوچک
تحلیل حساسیت, ارزیابی عملکرد, تحلیل مولفه‏های اصلی, تحلیل پوششی داده‏ها, صنایع کوچک
 طبقه بندی JEL: O12و CO2",,"اثرتجارت و توسعه بازار بر رشد اقتصادی
 مطالعه موردی ایران و شرکای تجاری اش در سالهای 2005-1995
رشد اقتصادی, تجارت, توسعه بازار, آزادی تجاری",,"رقابت پذیری صنعت فلزات اساسی ایران
شاخص مزیت نسبی صادرات(RXA), شاخص مزیت نسبی تجارت(RTA), شاخص پلان تجاری(TM), : مزیت رقابتی, شاخص سهم پایدار بازار(CMS), صنایع فلزات اساسی, ایران.",
"حذف یارانه سوخت و بررسی آثار آن بر تولید، هزینه و سطوح قیمتها در خراسان رضوی
یارانه سوخت, تولید, هزینه, شاخص قیمت, مدل تعادل عمومی قابل محاسبه, خراسان رضوی",,"تاثیر شوک‌های نفتی بر قیمت مسکن در ایران
شوکهای نفتی, مسکن, بیماری هلندی, عدم تقارن",,"ارزیابی کارایی فنی تولید گندم در ایران
 (با استفاده از دو رهیافت پارامتریک و ناپارامتریک)
: کارایی فنی, تابع مرزی تصادفی, تحلیل پوششی داده‌ها, کارایی مقیاس, گندم, ایران",
"بررسی همگرایی اقتصادی و همزمانی چرخه های تجاری در گروه شانگهای
مدل جاذبه, همگرایی اقتصادی, همزمانی چرخه های تجاری, گروه شانگهای",,"بررسی عوامل تعیین کننده سرمایه‌گذاری خصوصی در ایران 
با روش خود توضیح برداری
سرمایه‌گذاری خصوصی, تولید ناخالص داخلی, تجزیه واریانس, حقوق مالکیت, ‌ قوانین و مقررات و امنیت اجتماعی",,"رقابت پذیری دانش محوردر ایران
مدل تصحیح خطا, رقابت‌پذیری, رقابت پذیری دانش محور, اقتصاد دانش محور, بهره‎وری نیروی کار, - آزمون هم گرایی",
"سطح تکنولوژی و احتمال خروج بنگاه های جدیدالورود صنایع تولیدی ایران با استفاده از مدل مخاطره کاکس
صنایع تولیدی ایران, خروج بنگاه, سطح تکنولوژی, پنل نامتوازن, مدل مخاطره کاکس",,"عوامل مؤثر بر درجه قیمت گذاری انحصاری و تأثیر آن بر بهره وری
  در صنایع ایران
انحصار, اضافه بها, بهره وری, تمرکز سرمایه و آزاد سازی",,"بررسی عوامل تاثیر گذار بر قصد سرمایه گذاری سرمایه گذاران حقیقی در بورس اوراق بهادار تهران
مالیه رفتاری, قصد سرمایه گذاری, نظریه انگیزش, نظریه مطلوبیت
JEL: G11",
"آزمون ناپارامتری رفتار حداکثرسازی سود در صنعت بانکداری ایران
: اصل ضعیف حداکثرسازی سود, صنعت بانکداری, تابع تولید, آزمون ناپارامتری",,"تأثیر مخارج دفاعی بر رشد اقتصادی و اثر غیر مستقیم آن بر
 مصرف خصوصی در ایران ( بررسی مدل طرف عرضه اقتصاد )
رشد اقتصادی, صادرات, نئوکلاسیک, مخارج دفاعی, سرمایه‌گذاری, نیروی کار, دولت, مصرف, اثرات غیر مستقیم",,"سنجش بخش‌های اطلاعات اولیه در اقتصاد ایران: اندازه، اهمیت و قلمرو فعالیتهای آن
بخش های اطلاعات, بخش‌های اطلاعات اولیه, بخش‌های اطلاعات ثانویه, جدول داده- ستانده, ضرایب شدت اطلاعات اولیه",
"بررسی رابطه تورم و بازده سهام بورس اوراق بهادار تهران: ارزیابی فرضیه جانشینی فاما
تورم, بازده سهام, فرضیه فیشر, سپر تورمی, فرضیه فاما
طبقه بندی JEL:G11",,"بررسی منابع نوسانات کلان اقتصادی ایران با تاکید بر نرخ واقعی ارز 
طی سالهای 84-1349
متغیرهای کلان اقتصادی, نرخ ارز, الگوی خود رگرسیونی ساختاری",,"آزاد سازی تجاری (با تاکید بر کاهش نرخ تعرفه) و تاثیر آن بر نابرابری دستمزدها: استفاده از رهیافت الگوی تعادل عمومی قابل محاسبه
آزادسازی تجاری, نابرابری دستمزدها, تعادل عمومی محاسبه پذیر",
"بررسی حداقل معاش مناطق شهری و روستایی استان کرمانشاه و مقایسه با کل کشور (86-1374)
حداقل معاش, خط فقر, سیستم مخارج خطی, استان کرمانشاه, ISUR
طبقه بندی D11 :JEL",,"استفاده از روش دلفی فازی برای تعیین سیاستهای مالیاتی کشور
مالیات, سیاست مالیاتی, منطق فازی, متغیر زبانی, روش دلفی فازی",,"رابطۀ تورم و رشد نقدینگی در اقتصاد ایران؛ گسست یا پایداری؟
تورم, منحنی فیلیپس, رشد نقدینگی, پول پایه, تورم انتظاری, اقتصاد ایران",
"ارزیابی سیاست های آب کشاورزی از منابع آب زیرزمینی مدل برنامه ریزی مثبت(PMP) مطالعه موردی شهرستان اقلید
آبیاری زیر زمینی, برنامه ریزی ریاضی مثبت, سیاست آب, مدیریت تقاضای آب",,"بررسی اثر رشد اقتصادی بر آلودگی هوا
رشد اقتصادی, محیط زیست, آلودگی هوا, منحنی زیست محیطی کوزنتس",,"بررسی مدل های چانه زنی در صادرات گاز طبیعی ایران
 به اروپای غربی با رویکرد مدل VECM
چانه زنی, قیمت گذاری, رقابت, هم انباشتگی",
"تحلیل رفتار خانوارها در مقوله ارث: مطالعه موردی شهروندان سیستان و بلوچستان داده های پانل (85-1380)
ارث, رفتار خانوار, پانل داده, سیستان و بلوچستان",,"تحقق رشد بهره‌وری کل عوامل به کمک مدلهای تعمیم‌یافته تحلیل پوششی داده‌ها، به همراه مطالعه موردی در شرکت ملی نفت ایران
بهره‌وری کل عوامل, تحلیل پوششی داده‌های معکوس, تغییرات کارایی, تغییرات تکنولوژی",,"شناسایی چگونگی روشهای تأمین منابع مالی نظام سلامت کشورهای منتخب در فاصله سالهای 2004-1998 و ارائه سازوکارهای تولید منابع مالی جدید در نظام سلامت ایران
منابع مالی نظام سلامت, کل مخارج سلامت, مخارج عمومی دولت, بخش خصوصی",
"بررسی آثار اقتصادی الحاق ایران به سازمان تجارت جهانی و پذیرش کپی رایت در کوتاه مدت، برعرضه و تقاضای کتاب در ایران
ایران, سازمان تجارت جهانی, عرضه و تقاضای کتاب, کپی رایت, سازمان مالکیت فکری",,,,,
"تعیین حد آستانه ای سهم حق الضرب پول از GDP با درنظر گرفتن تأثیر آن بر رشد اقتصادی «مورد کاوی تجربی ایران1345 - 1386»
رشد اقتصادی, کسری بودجه, حق¬الضرب, حد آستانه¬ای",,,,,
"تأثیر نرخ ارز بر صادرات غیرنفتی ایران به کشورهای منتخب خاورمیانه (ترکیه، امارات، عربستان، کویت، پاکستان)
تولید ناخالص داخلی, نرخ ارز, پانل دیتا, صادرات غیرنفتی, نسبت قیمتها",,,,,
"بررسی رابطه علّی عوامل تأثیرگذار درتقاضای مسکن شهری استان تهران
مسکن, علیت گرنجر, هیسائو, سیمز",,,,,
"خدمات گردشگری در کشورهای گروه 8-D شناسایی توانایی ها و مزیت ها در این کشورها
ایران, توان تجاری, تجارت دو جانبه, روش برآورد ساده, گروه هشت کشور اسلامی در حال توسعه",,,,,
"برآورد ارزش هوای پاک و تعیین عوامل مؤثر بر تمایل به پرداخت ساکنان شهر تهران
تمایل به پرداخت, تهران, کیفیت هوا, هکمن دو مرحله¬ای",,,,,
"تعیین قیمت سایه ای آلاینده های هوا در نیروگاه های کشور
قیمت سایه ای, آلودگی, نیروگاه ها, تابع مسافت نهاده",,,,,
"تجزیه و تحلیل تأثیر نوع سیستم ارزی بر تقاضا و ترکیب ذخایر ارزی کشورهای در حال توسعه (2004- 1975)
مدل تصحیح خطا, : تقاضای ذخایر ارزی, پانل دیتا, سیستم ارزی, مدلهای قیمت گذاری دارایی سرمایه ای, ترکیب ذخایر ارزی, کشورهای در حال توسعه",,,,,
"مقایسه مدل شبکه های عصبی مصنوعی با روش های رگرسیون لجستیک و تحلیل ممیزی در پیش بینی ورشکستگی شرکت ها
پیش بینی ورشکستگی, شبکه عصبیِ مصنوعی, رگرسیون لجستیک, تحلیل ممیزی",,,,,
"توسعه نظریه مارکوویتز ـ شارپ و مرزکارای جدید مطالعه موردی : شرکت های سیمانی بورس تهران
خط بازار سرمایه, مرز کارای میانگین ـ واریانس جدید, مرز کارای میانگین ـ واریانس, مدل قیمت گذاری دارایی های سرمایه ای, ریسک سیستماتیک, ریسک غیر سیستماتیک",,,,,
"تدوین استراتژی اثربخش سازمانی در بخش دولتی : مطالعه موردی گمرک جمهوری اسلامی ایران
مزیت رقابتی, : استراتژی, برنامه ریزی استراتژیک, گمرک جمهوری اسلامی ایران",,,,,
"بررسی عدم‌کارایی تخصیصی و آثار آن بر جانشینی نهاده‌ها در بخش صنعت
: انحراف قیمت, عدم کارآیی تخصیصی, تابع هزینه سایه‌ای, بازار نهاده, بخش صنعت, کشش.
طبقه بندی JEL : C30",,,,,
"تحلیل تسرّی نوسانات قیمت مسکن بین مناطق مختلف شهر تهران با استفاده از الگوی خود رگرسیون فضایی تلفیقی 
 (SAR Panel) و الگوی تصحیح خطای برداری(VECM)
بازارهای منطقه ای مسکن, اثر موجی, مدل خود رگرسیون فضایی تابلویی, مدل تصحیح خطای برداری
طبقه بندیJEL : R31، R12",,,,,
"برآورد تمایل به پرداخت بازدیدکنندگان مجموعه تاریخی پاسارگاد و تحلیل عوامل مؤثر بر آن: کاربرد روش ارزش گذاری مشروط (CVM)
: ارزش گذاری مشروط, تمایل به پرداخت, کالای تاریخی, مجموعه تاریخی پاسارگاد.
طبقه بندیQ57 : JEL",,,,,
"تخمین تابع تقاضای تماشای لیگ برتر فوتبال ایران
اقتصاد ورزش, تقاضای فوتبال, لیگ برتر, تقاضا",,,,,
"بررسی ارتباط بین سرمایه گذاری مستقیم خارجی، تجارت و رشد در چارچوب یک الگوی خود توضیح با وقفه های گسترده (ARDL)
: همجمعیARDL, مدل تصحیح خطا, سرمایه‌گذاری مستقیم خارجی, تجارت.",,,,,
"ارزیابی سیاست مالیاتی ایران از جنبه فقر و نابرابری:آیا سیاست مالیاتی به نفع فقیر بوده است؟
رفع فقر, نابرابری اتکینسون, کشش رفاه, شاخص اصلاح رفاه, سیاست مالیاتی به نفع فقیر",,,,,
"اثر فراریت بازار سهام بر تقاضا و سرعت گردش پول در ایران
: فراریت, تقاضای پول, بازارسهام, بازار پول",,,,,
"""اقتصاد سیاسی"" به عنوان یک ""برنامه پژوهشی
اقتصاد سیاسی, نهادگرایی جدید, حکومت‌گرایی, انتخاب عمومی و انتخاب جمعی, چندگانه گرایی, رسته‌گرایی, برنامه پژوهشی, کمربندی محافظ, هسته سخت.",,,,,
"شناسایی و مدلسازی اثرات تقویمی بورس اوراق بهادار تهران
با استفاده از مدل های ARCH و GARCH
: اثرات تقویمی, بازار کارآ, نوسان پذیری, همبستگی سریالی, مدل های GARCH",,,,,
"کاربرد متغیر های ابزاری و روش حداقل مربعات دو مرحله ای با داده های تابلویی
در 
بررسی رابطه تعاملی جریان تجاری و سرمایه گذاری مستقیم خارجی
: سرمایه گذاری مستقیم خارجی, داده های تابلویی",,,,,
"برآورد تابع تقاضای آب خانگی در شهر زاهدان
تقاضای آب – تابع مطلوبیت استون – گری, آب مصرفی",,,,,
"بررسی سودآوری قواعد مبادلاتی میانگین متحرک در بورس اوراق بهادار تهران
قواعد مبادلاتی تکنیکال, بورس اوراق بهادار تهران",,,,,
"توقف بنگاه‌های صنعتی و عوامل مؤثر بر آن
مطالعه موردی بنگاه‌های صنعتی کوچک و متوسط استان یزد طی برنامه سوم توسعه: 83-1379
تعطیلی بنگاه, گروه صنعت, اندازه بنگاه, سن بنگاه, سرمایه اولیه",,,,,
"برآورد آثار کمی اجرای موافقتنامه تجاری اکو (ECOTA) بر توسعه تجارت ‌ایران
موافقت‌نامه تجاری سازمان همکاری ‌اقتصادی, ایجاد ‌تجارت, انحراف ‌تجارت, توسعه ‌تجارت ‌ایران",,,,,
"بررسی عملکرد کارایی صنعت دامداری درسطح کشور
(رهیافت:تحلیل پوششی داده های بازه ای)
دامداری, کارایی, تحلیل پوششی داده های بازه ای, واحد تصمیم گیرنده",,,,,
"اثر فناوری اطلاعات و ارتباطات ( ICT ) 
بر رشد اقتصادی کشورهای عضو اوپک(OPEC)
رشد اقتصادی, فناوری اطلاعات و ارتباطات(ICT), کشورهای عضواوپک",,,,,
"تحلیل هزینه _ فایده آموزشهای فنی و حرفه ای در ایران
(مراکز ثابت آموزشی)
آموزشهای فنی و حرفه ای / تحلیل هزینه و فایده / نرخ بازده داخلی / نرخ بازده آموزش",,,,,
"خوداشتغالی درمقابل بیکاری(مورد ایران)
: خوداشتغالی, نرخ بیکاری, بازار کار",,,,,
"کاربرد شبکه های عصبی مصنوعی در 
زمان بندی معاملات سهام: با رویکرد تحلیل تکنیکی
زمان بندی معاملات سهام, ‌ شبکه های عصبی مصنوعی, تحلیل تکنیکی, شاخصهای تکنیکی, روش خرید و نگهداری",,,,,
"ارائه مدل ریاضی جهت اندازه‌گیری بهره‌وری سوخت در بخش حمل و نقل زمینی
بهره وری, حمل و نقل زمینی, سوخت, الگوی خود رگرسیونی برداری",,,,,
"بررسی عوامل موثر بر تقاضای پزشک عمومی و پیش بینی تعداد پزشک عمومی تا سال 1390
پزشک عمومی, کشش, تابع تقاضا, پیش بینی, برنامه ریزی نیروی انسانی",,,,,
