,abstract
539,"['توجه', 'مفهوم', 'رقابت', 'پذیری', 'ملی', 'منظر', 'صادرات', 'رویکردی', 'بسیار', 'محدود', 'موضوع', 'می', 'باشد', 'تخمین', 'رقابت', 'پذیری', 'باید', 'منعکس', 'کننده', 'تمامی', 'تصمیمات', 'خرد', 'مسایل', 'سیاسی', 'اجتماعی', 'رفاه', 'عمومی', 'باشد', 'وبتواند', 'توانایی', 'کشور', 'خلق', 'پایدار', 'ارزش', 'افزوده', 'کمک', 'نماید', 'دلیل', 'بسیاری', 'صاحب', 'نظران', 'رقابت', 'پذیری', 'کارایی', 'صورت', 'بهره', 'وری', 'نیروی', 'کار', 'نظر', 'می', 'گیرند', 'مطالعه', 'عوامل', 'مؤثر', 'توان', 'رقابتی', 'کشور', 'اتکا', 'کار', 'OECD,', 'عوامل', 'رقابت', 'پذیری', 'مؤسسه', 'بین', 'المللی', 'توسعه', 'مدیریت', 'IMD', 'شاخص', 'رقابت', 'پذیری', 'دانش', 'محور', 'آموزش', 'تکنولوژی', 'زیرساخت', 'اطلاعاتی', 'نوآوری', 'عملکرد', 'ونهادها', 'مشتمل', 'حکمرانی', 'سرمایه', 'اجتماعی', 'شمرده_شده_اند', '..', 'نتایج', 'حاصل', 'تخمین', 'مدل', 'سنجی', 'نشان', 'دهنده', 'روابط', 'متغیرها', 'رقابت', 'پذیری', 'می', 'باشندکه', 'بیش', 'چیزبر', 'لزوم', 'افزایش', 'آموزشهای', 'فنی', 'حرفه', 'ای', 'علمی', '–کاربردی', 'منظور', 'افزایش', 'رقابت', 'پذیری', 'پایدار', 'تاکید', 'می', 'نماید']"
540,"['امروزه', 'مسکن', 'تنها', 'مفهوم', 'یک', 'سرپناه', 'ندارد', 'یک', 'کالای', 'سیاسی', 'محسوب', 'می', 'گردد', 'علاوه', 'اینکه', 'مسکن', 'مهمترین', 'دارایی', 'خانوار', 'حساب', 'می', 'آید', 'دارندگان', 'منظورعدم', 'پذیرش', 'ریسکهای', 'بالاتر', 'بازارهای', 'مالی', 'نگهداری', 'مبادرت', 'می', 'ورزند', 'کالایی', 'اساسی', 'بدون', 'جانشین', 'است', 'لذا', 'بازار', 'بسیارحائز', 'اهمیت', 'است', 'بخش', 'طی', 'دهه', 'اخیر', 'دوره', 'رکود', 'رونق', 'تورمی', 'افزایش', 'بی', 'رویه', 'قیمت', 'مواجه', 'بوده_است', 'تورم', 'ناشی', 'افزایش', 'نامناسب', 'نقدینگی', 'سبب', 'استفاده', 'بیشتر', 'دلار', 'نفتی', 'ظهور', 'می', 'کند', 'شاید', 'اقلام', 'تجاری', 'مصرفی', 'وسیله', 'اهرم', 'مختلفی', 'همچون', 'واردات', 'قابل', 'کنترل', 'باشد', 'کالا', 'غیرمنقول', 'همچون', 'زمین', 'ساختمان', 'قابل', 'کنترل', 'نیست', 'باعث', 'ایجاد', 'نوسانات', 'شدید', 'پیش', 'بینی', 'نشده', 'بخش', 'حیاتی', 'می', 'گردد', 'مقاله', 'عوامل', 'تاثیرگذار', 'بخش', 'مسکن', 'تاکید', 'ارتباط', 'شوکهای', 'نفتی', 'رشد', 'قیمت', 'مسکن', 'پرداخته_شد', 'نتایج', 'حاکی', 'بود', 'طی', 'سالهای', 'متغیر', 'نرخ', 'رشد', 'جمعیت', 'نرخ', 'رشد', 'نقدینگی', 'نرخ', 'رشد', 'تسهیلات', 'پرداختی', 'بانک', 'مسکن', 'شوکهای', 'مثبت', 'منفی', 'نفتی', 'رشد', 'قیمت', 'مسکن', 'معنی', 'دار', 'موافق', 'تئوری', 'بوده', 'همچنین', 'نرخ', 'تورم', 'رشد', 'قیمت', 'مسکن', 'دوره', 'مورد', 'بی', 'معنی', 'بوده_است']"
541,"['مقاله', 'استفاده', 'روش', 'تجزیه', 'واریانس', 'خود', 'توضیح', 'برداری', 'تأثیر', 'متغیرهای', 'تولید', 'ناخالص', 'داخلی', 'سرمایه', 'گذاری', 'دولتی', 'نرخ', 'تورم', 'نقش', 'نهادهایی', 'مثل', 'امنیت', 'حقوق', 'مالکیت', 'قوانین', 'مقررات', 'فساد', 'اداری', 'امنیت', 'اجتماعی', 'روی', 'سرمایه', 'گذاری', 'خصوصی', 'طی', 'سال', 'مورد', 'قرار', 'گرفت', 'نتیجه', 'مطالعه', 'نشان', 'می', 'دهد', 'حالی', 'تولید', 'ناخالص', 'داخلی', 'زیرساخت', 'تأثیر', 'مثبت', 'سرمایه', 'گذاری', 'خصوصی', 'داشته_اند', 'مهمترین', 'عامل', 'بازدارندگی', 'سرمایه', 'گذاری', 'خصوصی', 'مربوط', 'مسائل', 'حقوقی', 'قضائی', 'نبودن', 'امنیت', 'سرمایه', 'گذاری', 'حقوق', 'مالکیت', 'فساد', 'رانت', 'بوده_است']"
542,"['هدف', 'تحقیق', 'افزایش', 'قیمت', 'برق', 'شاخص', 'تغییر', 'جبرانی', 'CV', 'خالص', 'رفاه', 'دست', 'رفته', 'DWL', 'مصرف', 'کنندگان', 'برق', 'خانگی', 'گروه', 'مختلف', 'درآمدی', 'می', 'باشد', 'منظور', 'ابتدا', 'رابطه', 'تقاضای', 'سرانه', 'برق', 'متغیرهای', 'قیمت', 'متوسط', 'برق', 'درآمد', 'سرانه', 'قابل', 'تصرف', 'مورد', 'قرار', 'گرفته', 'سپس', 'استفاده', 'اطلاعات', 'سری', 'زمانی', 'رابطه', 'فوق', 'پنج', 'گروه', 'مختلف', 'درآمدی', 'استفاده', 'الگوی', 'خود', 'توضیح', 'وقفه', 'گسترده', 'ARDL', 'برآورد', 'شده_است', 'پس', 'برآورد', 'توابع', 'تقاضا', 'افزایش', 'قیمت', 'برق', 'شاخص', 'تغییر', 'جبرانی', 'خالص', 'رفاه', 'دست', 'رفته', 'مورد', 'قرار', 'گرفته', 'نتایج', 'زیر', 'حاصل', 'شده_است', 'تغییر', 'جبرانی', 'سمت', 'گروه', 'فقیر', 'سمت', 'گروه', 'ثروتمند', 'حال', 'افزایش', 'است', 'خالص', 'رفاه', 'دست', 'رفته', 'سمت', 'گروه', 'فقیر', 'سمت', 'گروه', 'ثروتمند', 'حال', 'افزایش', 'است', 'اجرای', 'سیاست', 'افزایش', 'قیمت', 'برق', 'پرداخت', 'یارانه', 'مستقیم', 'تمام', 'افراد', 'جامعه', 'رفاه', 'گروه', 'پائین', 'متوسط', 'جامعه', 'افزایش', 'رفاه', 'گروه', 'بالای', 'جامعه', 'کاهش', 'می', 'یابد']"
543,"['فشردگی', 'استفاده', 'منابع', 'تولید', 'بخش', 'کشاورزی', 'منجر', 'تحمیل', 'فشار', 'محیط', 'زیست', 'شده_است', 'فشار', 'عمدتا', 'بصورت', 'استفاده', 'گسترده', 'نهاده', 'دارای', 'منشأ', 'شیمیایی', 'استفاده', 'بیش', 'حد', 'منابع', 'آب', 'محدود', 'می', 'باشد', 'شرایط', 'حالی', 'مشاهده', 'می', 'شود', 'میان', 'اهداف', 'زیست', 'محیطی', 'بصورت', 'کاهش', 'استفاده', 'منابع', 'یک', 'سو', 'اهداف', 'بهره', 'برداران', 'بصورت', 'تلاش', 'جهت', 'دستابی', 'حداکثر', 'تولید', 'بکارگیری', 'منابع', 'بیشتر', 'تعارض', 'وجود', 'دارد', 'مطالعه', 'استفاده', 'رهیافت', 'برنامه', 'ریزی', 'چندهدفی', 'اهداف', 'زیست', 'محیطی', 'بهره', 'برداران', 'بطور', 'توأم', 'مورد', 'قرار', 'گرفت', 'اهداف', 'زیست', 'محیطی', 'شامل', 'کاهش', 'مصرف', 'آب', 'کودشیمیایی', 'سموم', 'شیمیایی', 'اهداف', 'بهره', 'برداران', 'شامل', 'افزایش', 'بازده', 'ناخالص', 'کاهش', 'ریسک', 'تعریف', 'گردید', 'هریک', 'اهداف', 'سطوح', 'مختلف', 'انتخاب', 'الگوهای', 'متعدد', 'ارایه', 'گردید', 'اطلاعات', 'مورد', 'نیاز', 'میان', 'گروهی', 'بهره', 'برداران', 'منطقه', 'مرودشت', 'دست', 'آمد', 'اساس', 'یافته', 'مطالعه', 'مشخص', 'گردید', 'میان', 'اهداف', 'یاد', 'شده', 'تبادل', 'وجود', 'دارد', 'می', 'توان', 'ترکیب', 'مطلوبی', 'اهداف', 'مقایسه', 'سطح', 'فعلی', 'آنها', 'جاذبه', 'بیشتری', 'برخوردار', 'است', 'دست', 'یافت', 'نتایج', 'نشان', 'داد', 'میان', 'محصولات', 'خیار', 'کلزا', 'جو', 'نظر', 'زیست', 'محیطی', 'هدف', 'سیاستگذاران', 'نقطه', 'نظر', 'بهره', 'برداران', 'مطلوب', 'هستند', 'همچنین', 'پیاز', 'گندم', 'نگاه', 'تأمین', 'هدف', 'بهره', 'برداران', 'مقایسه', 'هدف', 'سیاستگذاران', 'اهمیت', 'بالاتری', 'برخوردارند', 'سه', 'محصول', 'برنج', 'ذرت', 'علوفه', 'ای', 'ذرت', 'دانه', 'ای', 'اولویت', 'خود', 'دست', 'دادند']"
544,"['نرخ', 'ارز', 'نرخ', 'تورم', 'همواره', 'متغیرهای', 'تأثیر', 'گذار', 'شاخص', 'قیمت', 'سهام', 'بورس', 'معتبر', 'دنیا', 'بوده_اند', 'جایی', 'تأثیرات', 'متغیرها', 'می', 'تواند', 'پیامدهائی', 'همچون', 'تغییر', 'توزیع', 'درآمد', 'تبعات', 'رفاهی', 'فراوانی', 'جامعه', 'ای', 'داشته_باشند', 'برآورد', 'تأثیرات', 'حائز', 'اهمیت', 'است', 'مطالعه', 'حاضر', 'سعی', 'شده_است', 'متغیرهای', 'مذکور', 'شاخص', 'قیمت', 'سهام', 'بورس', 'اوراق', 'بهادار', 'تهران', 'رابطه', 'تعادلی', 'میان', 'شود', 'تجزیه', 'داده', 'مورد', 'استفاده', 'مطالعه', 'استفاده', 'الگوی', 'خود', 'رگرسیون', 'برداری', 'VAR', 'توابع', 'واکنش', 'آنی', 'IRF', 'تجزیه', 'واریانس', 'VD', 'صورت', 'گرفته_است', 'دوره', 'مورد', 'مطالعه', 'شامل', 'آمار', 'ماهانه', 'متغیرهای', 'مدل', 'فروردین', 'لغایت', 'اسفند', 'می', 'باشد', 'نتایج', 'دست', 'آمده', 'حاکی', 'است', 'رابطه', 'تعادلی', 'بلند', 'مدت', 'بین', 'شاخص', 'قیمت', 'سهام', 'بورس', 'اوراق', 'بهادار', 'تهران', 'متغیرهای', 'نرخ', 'ارز', 'واقعی', 'نرخ', 'تورم', 'معنی', 'دار', 'بوده', 'شوک', 'ناشی', 'نرخ', 'تورم', 'نرخ', 'ارز', 'شاخص', 'قیمت', 'سهام', 'بلندمدت', 'تأثیر', 'منفی', 'کوتاه', 'مدت', 'تأثیر', 'مثبت', 'دارند', 'البته', 'شوک', 'ناشی', 'نرخ', 'تورم', 'بازده', 'واقعی', 'سهام', 'شوک', 'ناشی', 'نرخ', 'ارز', 'شدیدتر', 'می', 'باشند']"
545,"['مقاله', 'هدف', 'شناسایی', 'عوامل', 'موثر', 'قصد', 'سرمایه', 'گذاری', 'سرمایه', 'گذاران', 'حقیقی', 'پرسشنامه', 'ای', 'سوالی', 'مطرح', 'بین', 'نمونه', 'نفری', 'توزیع', 'گردید', 'آلفای', 'کرونباخ', 'ابزار', 'گردآوری', 'داده', 'برابر', 'NUMF', 'محاسبه', 'شد', 'بالا', 'بوده', 'حاکی', 'پایا', 'بودن', 'پرسشنامه', 'است', 'نتایج', 'مدل', 'ساختاری', 'استفاده', 'نرم', 'افزار', 'LISREL', 'نسخه', 'NUMF', 'حاکی', 'تایید', 'کلیه', 'فرضیه', 'تحقیق', 'مدل', 'مفهومی', 'ارایه', 'شده_است', 'یافته', 'تحقیق', 'حاکی', 'است', 'اطلاعات', 'مالی', 'شرکتها', 'اطلاعات', 'عمومی', 'منتشر', 'شده', 'بازار', 'بطور', 'مستقیم', 'طریق', 'گذاری', 'انتظارات', 'سرمایه', 'گذاران', 'تصمیمات', 'خرید', 'آنها', 'گذار', 'است', 'همچنین', 'نیازهای', 'شخصی', 'مستقیما', 'قصد', 'خرید', 'سهام', 'گذار', 'است', 'نتایج', 'نشان', 'داد', 'بالاترین', 'کل', 'قصد', 'سرمایه', 'گذاری', 'ترتیب', 'متغیرهای', 'اطلاعات', 'عمومی', 'NUMF', 'اطلاعات', 'حسابداری', 'مالی', 'NUMF', 'انتظار', 'سرمایه', 'گذار', 'NUMF', 'نیاز', 'سرمایه', 'گذار', 'NUMF', 'تعلق', 'دارد']"
546,"['مقاله', 'تقویمی', 'بازده', 'بورس', 'اوراق', 'بهادار', 'تهران', 'پرداخته_است', 'ابتدا', 'استفاده', 'یک', 'مدل', 'کلی', 'طیف', 'وسیعی', 'تقویمی', 'شناخته', 'شده', 'درسایر', 'بورس', 'اوراق', 'بهادار', 'جهان', 'شامل', 'می', 'گردد', 'شناسایی', 'تقویمی', 'موجود', 'مقادیر', 'بازده', 'بورس', 'اوراق', 'بهادار', 'تهران', 'پرداخته_شده_است', 'شواهد', 'بیانگر', 'ماه', 'مهر', 'اسفند', 'قوی', 'مقادیر', 'بازده', 'می', 'باشد', 'بعلاوه', 'نتایج', 'نشان', 'می', 'دهند', 'بازده', 'روزانه', 'بورس', 'گذشت', 'زمان', 'کاهش', 'یافته_است', 'شناسایی', 'تقویمی', 'حذف', 'بازده', 'بورس', 'قبل', 'برازش', 'مدل', 'ARCH', 'GARCH', 'جهت', 'شبیه', 'سازی', 'نوسان', 'پدیزی', 'بازده', 'استفاده', 'آماره', 'BDS', 'نشانه', 'وجود', 'ساختار', 'غیر', 'خطی', 'درمقادیر', 'پسماند', 'حاصل', 'رگرسیون', 'پرداخته_شده_است', 'نتایج', 'حاصل', 'بکارگیری', 'تست', 'مؤید', 'مطلب', 'است', 'باوجود', 'شناسایی', 'حذف', 'تقویمی', 'مقادیر', 'بازده', 'روزانه', 'بازهم', 'شواهدی', 'مبنی', 'وابستگی', 'بین', 'آنها', 'یافت', 'می', 'شود', 'برازش', 'مدل', 'ARCH', 'GARCH', 'حاکی', 'موفق', 'بودن', 'مدل', 'شبیه', 'سازی', 'وابستگی', 'مقادیر', 'پسماند', 'می', 'باشد', 'انتها', 'مقاله', 'اهمیت', 'منظور', 'کردن', 'تقویمی', 'پیش', 'بینی', 'بازده', 'بورس', 'پرداخته_است', 'شواهد', 'نشان', 'می', 'دهد', 'منظور', 'کردن', 'تقویمی', 'باعث', 'افزایش', 'قدرت', 'پیش', 'بینی', 'می', 'گردد', 'چند', 'مدل', 'رگرسیون', 'معمولی', 'تقویمی', 'منظور', 'شده_باشد', 'نسبت', 'مدل', 'GARCH', 'عملکرد', 'بهتری', 'دارد']"
547,"['مقاله', 'نشان', 'می', 'دهیم', 'کمی', 'تبعات', 'نقش', 'اهمیت', 'اطلاعات', 'عرصه', 'مختلف', 'سیاستگذاری', 'برنامه', 'ریزی', 'اجتماعی', 'بدون', 'توجه', 'تعاریف', 'مفاهیم', 'روش', 'شناسی', 'پایه', 'آماری', 'روش', 'محاسبه', 'امکان', 'پذیر', 'نیست', 'میان', 'واژه', 'مختلف', 'اطلاعات', 'سه', 'دهه', 'اخیر', 'وارد', 'عرصه', 'شده_است', 'جنبه', 'روش', 'شناسی', 'فرایند', 'محاسبه', 'اندازه', 'اهمیت', 'قلمرو', 'فعالیتهای', 'بخش', 'اطلاعات', 'اولیه', 'اولین', 'بار', 'چارچوب', 'نظام', 'حسابداری', 'بخشی', 'مورد', 'سنجش', 'قرار', 'می', 'گیرند', 'سپس', 'نتایج', 'حاصله', 'نتایج', 'بعضی', 'کشورهای', 'توسعه', 'یافته', 'حال', 'توسعه', 'مقایسه', 'می', 'گردند', 'منظور', 'جدول', 'داده-', 'ستانده', 'بخشی', 'استخراج', 'شده', 'ماتریس', 'ساخت', 'جذب', 'سال', 'مرکز', 'آمار', 'نتایج', 'تفصیلی', 'سرشماری', 'عمومی', 'کارگاهی', 'سال', 'همان', 'مرکز', 'استفاده', 'می', 'گردند', 'نتایج', 'نشان', 'می', 'دهند', 'سهم', 'بخش', 'اطلاعات', 'اولیه', 'تولید', 'ناخالص', 'ارزش', 'افزوده', 'تقاضای', 'نهایی', 'کل', 'کشور', 'ترتیب', 'درصد', 'درصد', 'درصد', 'می', 'باشد', 'بسیار', 'کمتر', 'ارقام', 'مشابه', 'بعضی', 'کشورهای', 'توسعه', 'یافته', 'حال', 'توسعه', 'دهه', 'میلادی', 'است']"
548,"['مقاله', 'دنبال', 'کشف', 'رابطه', 'تعاملی', 'بین', 'جریان', 'تجاری', 'سرمایه', 'گذاری', 'مستقیم', 'خارجی', 'بلوک', 'است', 'توجه', 'عضویت', 'بلوک', 'اکو', 'روابط', 'مذکور', 'چارچوب', 'الگوهای', 'پانل', 'دیتا', 'بلوک', 'مطرح', 'شده_اند', 'الگوهای', 'مورد', 'نظربا', 'استفاده', 'ازبرآورد', 'معادلات', 'همزمان', 'طریق', 'بکارگیری', 'متغیر', 'ابزاری', 'روش', 'حداقل', 'مربعات', 'دو', 'مرحله', 'ای', 'SLS', 'مورد', 'تجزیه', 'قرار', 'می', 'گیرد', 'نتایج', 'حاصل', 'برآورد', 'الگوها', 'مبین', 'نکته', 'است', 'تمامی', 'الگو', 'مورد', 'جریان', 'تجاری', 'سرمایه', 'گذاری', 'مستقیم', 'خارجی', 'دارای', 'ارتباط', 'مستقیم', 'معنی', 'داری', 'روی', 'یکدیگر', 'هستند', 'یعنی', 'افزایش', 'جریان', 'تجاری', 'منجر', 'افزایش', 'سرمایه', 'گذاری', 'مستقیم', 'خارجی', 'بالعکس', 'گردیده', 'بیانگر', 'وجود', 'رابطه', 'مکملی', 'بین', 'دو', 'متغیرمهم', 'است', 'علاوه', 'تجارت', 'تولید', 'ناخالص', 'داخلی', 'نرخ', 'ارز', 'برخی', 'متغیر', 'همگرایی', 'جمله', 'عواملی', 'هستند', 'دارای', 'معنی', 'داری', 'جذب', 'سرمایه', 'گذاری', 'مستقیم', 'خارجی', 'جریان', 'تجاری', 'گروه', 'طول', 'دوره', 'مورد', 'مطالعه', 'بوده_اند']"
549,"['سیاستهای', 'پولی', 'سه', 'طریق', 'ممکن', 'است', 'توزیع', 'درآمد', 'فقر', 'تحت', 'قرار', 'می', 'دهند', 'مهمترین', 'افزایش', 'متوسط', 'درآمد', 'مستقیم', 'فقر', 'می', 'باشد', 'نتیجه', 'قبول', 'فرض', 'کوتاه', 'مدت', 'توزیع', 'درآمد', 'تغییر', 'نمی', 'کند', 'صحیح', 'خواهد_بود', 'تحت', 'شرایطی', 'تغییرا', 'ت', 'توزیعی', 'ثابت', 'نیست', 'لزوما', 'کاهش', 'فقر', 'نمی', 'انجامد', 'مسیر', 'دوم', 'طریق', 'تغییر', 'دستمزد', 'حقیقی', 'اشتغال', 'گروه', 'فقیر', 'بهبود', 'می', 'بخشد', 'بالاخره', 'سیاست', 'پولی', 'طریق', 'تورم', 'می', 'تواند', 'توزیع', 'درآمد', 'ضرر', 'گروه', 'فقیر', 'تغییر', 'دهد', 'اگرچه', 'مطالعات', 'تجربی', 'تغییرات', 'توزیعی', 'بسیار', 'کند', 'بطئی', 'گزارش', 'شده_اند', 'توجه', 'تاثیرپذیری', 'الگوی', 'توزیع', 'درآمد', 'سیاستهای', 'بودجه', 'ای', 'خود', 'متاثر', 'درآمدهای', 'نفتی', 'است', 'تغییرات', 'توزیعی', 'محسوس', 'است', 'رابطه', 'متغیرهای', 'متاثر', 'سیاست', 'پولی', 'شاخصهای', 'فقر', 'نابرابری', 'مطالعه', 'طریق', 'روابط', 'رگرسیونی', 'فرضیه', 'سیاست', 'پولی', 'راستای', 'کاهش', 'فقر', 'عمل', 'نمی', 'کند', 'تائید', 'می', 'کند', 'نتایج', 'می', 'توان', 'تورم', 'زا', 'بودن', 'سیاستهای', 'پولی', 'بسته', 'بودن', 'مسیر', 'تاثیرگذاری', 'عرضه', 'پول', 'سرمایه', 'گذاری', 'اشتغال', 'نسبت', 'داد']"
